id,title,author,created_at,closed_at,labels,time_to_solve
2976259007,Bluetooth: Controller: Add BT_HCI_VS_FATAL_ERROR_SUPPORT,cvinayak,2025-11-04 11:33:45+00:00,2025-11-07 11:58:28+00:00,"{'bug': 1, 'priority: low': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1, 'area: Bluetooth Host': 1, 'area: Bluetooth Classic': 1}",3 days 00:24:43
2975499726,boards: renesas: Correct reg for ethernet-phy node on ek_ra6m3,khoa-nguyen-18,2025-11-04 08:25:19+00:00,2025-11-05 20:37:47+00:00,"{'bug': 1, 'Trivial': 1, 'platform: Renesas RA': 1, 'size: XS': 1, 'area: Boards/SoCs': 1}",1 days 12:12:28
2974954233,west: blobs: fix UnicodeDecodeError on Windows,dleach02,2025-11-04 04:13:55+00:00,2025-11-04 12:06:09+00:00,"{'bug': 1, 'area: West': 1, 'Trivial': 1, 'size: XS': 1}",0 days 07:52:14
2973408259,boards: nxp: mimxrt1180_evk: fix directory for Jlink script,DerekSnell,2025-11-03 16:38:15+00:00,2025-11-13 21:11:49+00:00,"{'bug': 1, 'platform: NXP': 1, 'platform: NXP MCU': 1, 'area: Boards/SoCs': 1, 'backport v4.3-branch': 1}",10 days 04:33:34
2973346743,devicetree: spi: fix DT_SPI_DEV_HAS_CS_GPIOS macro,Martinhoff-maker,2025-11-03 16:21:49+00:00,2025-11-07 08:27:59+00:00,"{'bug': 1, 'area: SPI': 1, 'area: Devicetree': 1, 'size: XS': 1}",3 days 16:06:10
2973317477,net: lwm2m: fix format specifiers for size_t in LOG_DBG,npitre,2025-11-03 16:13:41+00:00,2025-11-05 20:35:39+00:00,"{'bug': 1, 'area: LWM2M': 1}",2 days 04:21:58
2972634252,net: icmp: Verify the address family before calling the callback ,rlubos,2025-11-03 12:56:31+00:00,2025-11-05 18:19:03+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Tests': 1, 'platform: ESP32': 1, 'Release Notes': 1, 'area: OpenThread': 1, 'backport v3.7-branch': 1, 'backport v4.1-branch': 1, 'backport v4.2-branch': 1}",2 days 05:22:32
2972533446,change frdm-mcxn236 lpuart0 pins back to  'FC0_P0_PIO0_16' and 'FC0_P1_PIO0_17',ZhaoxiangJin,2025-11-03 12:25:27+00:00,2025-11-05 18:20:17+00:00,"{'bug': 1, 'area: Samples': 1, 'platform: NXP': 1, 'area: I2S': 1, 'platform: NXP MCU': 1, 'area: Boards/SoCs': 1}",2 days 05:54:50
2970721614,samples: video: capture: fix index increment in caps display,avolmat-st,2025-11-02 16:55:20+00:00,2025-11-03 14:58:56+00:00,"{'bug': 1, 'area: Samples': 1, 'Trivial': 1, 'area: Video': 1, 'size: XS': 1}",0 days 22:03:36
2970181672,modules: tf-m: rework output file generation,JordanYates,2025-11-02 06:38:45+00:00,2025-11-07 17:23:26+00:00,"{'bug': 1, 'area: Build System': 1, 'area: TF-M': 1}",5 days 10:44:41
2969811603,drivers: gnss: Fix snprintk return value check in gnss_dump,kaabia,2025-11-01 22:52:44+00:00,2025-11-06 10:29:25+00:00,"{'bug': 1, 'area: GNSS': 1}",4 days 11:36:41
2969794000,arch and dma thead and bflb bugfixes,VynDragon,2025-11-01 22:23:05+00:00,2025-11-05 20:39:02+00:00,"{'bug': 1, 'area: DMA': 1, 'area: RISCV': 1, 'platform: Bouffalo Lab': 1}",3 days 22:15:57
2969655029,Fix DCMIPP parallel interface based RGB565 & GC2145 CSI RGB565 formats,avolmat-st,2025-11-01 19:39:07+00:00,2025-11-05 09:34:41+00:00,"{'bug': 1, 'platform: STM32': 1, 'area: Video': 1}",3 days 13:55:34
2969565220,drivers: flash: Fix devicetree API typo in AT25XV021A flash driver,Liam-Ogletree,2025-11-01 18:00:16+00:00,2025-11-05 20:37:04+00:00,"{'bug': 1, 'area: Flash': 1}",4 days 02:36:48
2969512884,samples: video: capture: Use UART2 as UART0 pins are taken by MICFIL,zacck,2025-11-01 16:45:59+00:00,2025-11-03 21:40:52+00:00,"{'bug': 1, 'area: Samples': 1, 'area: Video': 1}",2 days 04:54:53
2968514585,drivers: nrf_wifi: buffers from Kconfig,JordanYates,2025-11-01 01:02:18+00:00,2025-11-13 21:12:41+00:00,"{'bug': 1, 'area: Wi-Fi': 1}",12 days 20:10:23
2968293241,EEPROM :  Fix read/write length and buffer pointer arithmetic,kaabia,2025-10-31 22:20:40+00:00,2025-11-06 13:49:18+00:00,"{'bug': 1, 'area: EEPROM': 1}",5 days 15:28:38
2967747279,stm32: fix memc initialization to avoid XSPIM configuration is APP_IN_EXT_FLASH,avolmat-st,2025-10-31 18:42:39+00:00,2025-11-05 09:35:04+00:00,"{'bug': 1, 'platform: STM32': 1, 'area: MEMC': 1}",4 days 14:52:25
2967448371,drivers: i2c: i2c_dw: make target stop callback after read/write callbacks,danieldegrasse,2025-10-31 16:59:08+00:00,2025-11-04 18:45:34+00:00,"{'bug': 1, 'area: I2C': 1}",4 days 01:46:26
2967167353,runners: stlink_gdbserver: various fixes,mathieuchopstm,2025-10-31 15:27:45+00:00,2025-11-04 18:50:56+00:00,"{'bug': 1, 'platform: STM32': 1, 'area: West': 1}",4 days 03:23:11
2966552137,drivers: uart: ambiq: enable `uart_ambiq` driver for apollo4x,pkoscik,2025-10-31 12:08:40+00:00,2025-11-04 14:53:52+00:00,"{'bug': 1, 'area: UART': 1, 'platform: Ambiq': 1}",4 days 02:45:12
2966490124,drivers: usb: dc: stm32: fix usb_disable() deadlock on certain series,mathieuchopstm,2025-10-31 11:45:45+00:00,2025-11-04 19:00:32+00:00,"{'bug': 1, 'area: USB': 1, 'platform: STM32': 1}",4 days 07:14:47
2966117513,usb: host: usbip: check pool's buffer size USBIP_CMD_SUBMIT and fix actual_length in USBIP_RET_SUBMIT handling,jfischer-no,2025-10-31 09:55:03+00:00,2025-11-14 08:25:05+00:00,"{'bug': 1, 'area: USB': 1}",13 days 22:30:02
2964952313,Renesas: crc : Fix state management and locking,kaabia,2025-10-30 23:28:03+00:00,2025-11-05 18:30:30+00:00,"{'bug': 1, 'platform: Renesas RA': 1, 'area: CRC': 1}",5 days 19:02:27
2964329737,drivers: ksz8081: Start monitoring phy after init,decsny,2025-10-30 18:55:17+00:00,2025-11-01 12:38:29+00:00,"{'bug': 1, 'platform: NXP': 1, 'area: Ethernet': 1, 'Trivial': 1, 'area: MDIO': 1}",1 days 17:43:12
2963904633,Menuconfig & GUIconfig aborts on range values,yashi,2025-10-30 16:34:31+00:00,2025-11-11 17:46:18+00:00,"{'bug': 1, 'area: Kconfig': 1, 'Compliance: False Positive': 1}",12 days 01:11:47
2962225909,drivers: spi: stm32: Fix race condition causing lockup in half-duplex mode,juickar,2025-10-30 09:07:09+00:00,2025-11-03 14:59:05+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: STM32': 1}",4 days 05:51:56
2961905067,net: lib: sockets: add socket service fd requirement,JordanYates,2025-10-30 07:23:48+00:00,2025-11-03 08:42:07+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Sockets': 1}",4 days 01:18:19
2961879861,modules: nrf_wifi: add missing Kconfig dependency,JordanYates,2025-10-30 07:12:30+00:00,2025-10-30 13:13:13+00:00,"{'bug': 1, 'area: Tests': 1, 'area: POSIX': 1, 'area: Wi-Fi': 1, 'Trivial': 1, 'area: Base OS': 1, 'size: XS': 1}",0 days 06:00:43
2961821505,drivers: dma: sf32lb: fix dma compile error,ck-telecom,2025-10-30 06:44:47+00:00,2025-10-30 13:13:26+00:00,"{'bug': 1, 'area: DMA': 1, 'Trivial': 1, 'size: XS': 1, 'platform: SF32LB': 1}",0 days 06:28:39
2960274837,ring_buffer: update assert message and enable `RING_BUFFER_LARGE` by default depending on Kconfig,ycsin,2025-10-29 18:49:53+00:00,2025-11-13 21:10:37+00:00,"{'bug': 1, 'area: Shell': 1, 'area: Base OS': 1, 'area: Utilities': 1, 'backport v4.3-branch': 1}",15 days 02:20:44
2959902035,drivers: ethernet: lan9250: check for errors during the init calls,ckhardin,2025-10-29 17:01:23+00:00,2025-11-07 13:22:06+00:00,"{'bug': 1, 'area: Ethernet': 1}",8 days 20:20:43
2959383517,scripts: coccinelle: add fork as a reserved name,cfriedt,2025-10-29 14:51:40+00:00,2025-11-01 12:39:26+00:00,"{'bug': 1, 'area: Samples': 1, 'area: POSIX': 1, 'area: Portability': 1, 'area: CMSIS API Layer': 1, 'area: Linters': 1}",2 days 21:47:46
2958953247,drivers: usb: udc: stm32: use instance MPS for IN endpoints capabilities,mathieuchopstm,2025-10-29 13:13:01+00:00,2025-10-31 14:22:29+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'platform: STM32': 1, 'size: XS': 1}",2 days 01:09:28
2958268849,driver: gpio: pca_series: fix pca6416 driver issue,CkovMk,2025-10-29 09:42:52+00:00,2025-10-31 14:23:23+00:00,"{'bug': 1, 'area: GPIO': 1}",2 days 04:40:31
2958129159,tests: net: iface: fix Stack overflow on net.iface.iid.stable testcase,djiatsaf-st,2025-10-29 08:59:56+00:00,2025-10-31 14:34:25+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Tests': 1, 'size: XS': 1}",2 days 05:34:29
2958123688,drivers: wifi: nxp: Fixed host sleep issue,abhinavnxp,2025-10-29 08:57:50+00:00,2025-10-30 00:30:23+00:00,"{'bug': 1, 'platform: NXP': 1, 'area: Wi-Fi': 1, 'Trivial': 1, 'size: XS': 1}",0 days 15:32:33
2957599518,Fix two deficiencies in the CPU frequency scaling subsystem,ZhaoxiangJin,2025-10-29 04:57:25+00:00,2025-11-03 14:59:23+00:00,"{'bug': 1, 'area: CPU Frequency Scaling': 1}",5 days 10:01:58
2956663029,Fix SPI loopback CS testing race condition in GPIO callback,decsny,2025-10-28 20:22:37+00:00,2025-11-13 21:11:23+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: NXP': 1, 'area: Tests': 1, 'backport v4.3-branch': 1}",16 days 00:48:46
2955130460,scripts: compliance: Harden the execution of npx,carlescufi,2025-10-28 12:59:21+00:00,2025-10-30 13:13:53+00:00,"{'bug': 1, 'Regression': 1, 'area: Continuous Integration': 1, 'area: Linters': 1}",2 days 00:14:32
2954969506,scripts: ci: check_compliance: Handle missing npx,aescolar,2025-10-28 12:07:11+00:00,2025-10-29 07:34:58+00:00,"{'bug': 1, 'Regression': 1, 'Trivial': 1, 'size: XS': 1}",0 days 19:27:47
2954708465,drivers/ethernet/eth_native_tap: Fix use of deprecated kconfig,aescolar,2025-10-28 10:52:44+00:00,2025-10-28 15:40:52+00:00,"{'bug': 1, 'area: native port': 1, 'area: Ethernet': 1, 'Trivial': 1, 'size: XS': 1, 'backport v4.2-branch': 1}",0 days 04:48:08
2954408615,soc: nordic: nrf54h: s2ram: Fix compiling with FPU,rugeGerritsen,2025-10-28 09:28:14+00:00,2025-10-30 13:15:18+00:00,"{'bug': 1, 'platform: nRF': 1, 'area: Boards/SoCs': 1}",2 days 03:47:04
2953881399,Bugfix/98281 drivers flash common failed test,AllenZhang-NXP,2025-10-28 06:20:24+00:00,2025-10-30 13:15:36+00:00,"{'bug': 1, 'area: Flash': 1, 'platform: NXP': 1, 'platform: NXP MCU': 1, 'area: Boards/SoCs': 1}",2 days 06:55:12
2953504731,tests: subsys: fs: Update test configuration for Renesas RA,khoa-nguyen-18,2025-10-28 03:08:39+00:00,2025-10-30 13:16:04+00:00,"{'bug': 1, 'area: File System': 1, 'area: Tests': 1, 'platform: Renesas RA': 1}",2 days 10:07:25
2953449343,tests: drivers: i2c: Fix incorrect file paths in SCI I2C test support,khoa-nguyen-18,2025-10-28 02:49:47+00:00,2025-10-30 13:16:13+00:00,"{'bug': 1, 'area: I2C': 1, 'area: Tests': 1, 'platform: Renesas RA': 1}",2 days 10:26:26
2953130907,samples: usb: uvc: fix target sample filters for board specific overlays,dleach02,2025-10-27 23:54:31+00:00,2025-10-28 09:47:49+00:00,"{'bug': 1, 'area: USB': 1, 'area: Samples': 1, 'Trivial': 1}",0 days 09:53:18
2952558654,samples: Bluetooth: central_hr: Fix prj_minimal.conf use,cvinayak,2025-10-27 20:27:28+00:00,2025-10-29 09:44:32+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Samples': 1, 'Trivial': 1, 'area: Bluetooth Host': 1}",1 days 13:17:04
2951482259,boards: stm32n6570_dk: fix overlapping partitions,modersohn,2025-10-27 15:23:39+00:00,2025-10-30 22:37:17+00:00,"{'bug': 1, 'platform: STM32': 1, 'size: XS': 1, 'area: Boards/SoCs': 1}",3 days 07:13:38
2951247927,tests: i2c_ram: Fix assert message,aescolar,2025-10-27 14:27:35+00:00,2025-10-27 20:14:16+00:00,"{'bug': 1, 'area: I2C': 1, 'area: Tests': 1, 'Trivial': 1, 'size: XS': 1}",0 days 05:46:41
2951060211,tests: drivers: counter: maxim_ds3231: Add missing assert print param,aescolar,2025-10-27 13:41:31+00:00,2025-10-28 09:48:19+00:00,"{'bug': 1, 'area: Counter': 1, 'area: Tests': 1, 'Trivial': 1, 'size: XS': 1}",0 days 20:06:48
2950728843,driver: pwm: pwm_silabs_siwx91x: fix pm actions when pm is enabled,fimohame,2025-10-27 12:15:07+00:00,2025-10-29 18:29:34+00:00,"{'bug': 1, 'area: PWM': 1, 'platform: Silabs': 1, 'area: Boards/SoCs': 1}",2 days 06:14:27
2950265237,modules: wiseconnect: kernel sleeptimer bug fix siwx91x,fimohame,2025-10-27 09:59:17+00:00,2025-10-29 11:47:10+00:00,"{'bug': 1, 'platform: Silabs': 1, 'area: Boards/SoCs': 1}",2 days 01:47:53
2949743159,drivers: flash: Fix Kconfig style for Renesas RA Flash-HP Kconfig,khoa-nguyen-18,2025-10-27 07:13:08+00:00,2025-10-28 09:48:44+00:00,"{'bug': 1, 'area: Flash': 1, 'Trivial': 1, 'platform: Renesas RA': 1, 'size: XS': 1}",1 days 02:35:36
2949710577,dts: arm: renesas: ra: Correct address and move sdram-controller to ra8x1.dtsi,khoa-nguyen-18,2025-10-27 07:00:02+00:00,2025-10-29 08:33:01+00:00,"{'bug': 1, 'platform: Renesas RA': 1, 'area: Boards/SoCs': 1}",2 days 01:32:59
2949638952,manifest: Update hal_renesas revision to get the correct ofs1 label,khoa-nguyen-18,2025-10-27 06:32:31+00:00,2025-10-29 09:44:43+00:00,"{'bug': 1, 'manifest': 1, 'platform: Renesas': 1, 'manifest-hal_renesas': 1, 'size: XS': 1}",2 days 03:12:12
2946550647,west.yml: update hal_nxp,JiafeiPan,2025-10-25 03:02:35+00:00,2025-10-29 00:16:24+00:00,"{'bug': 1, 'platform: NXP': 1, 'manifest': 1, 'manifest-hal_nxp': 1, 'size: XS': 1}",3 days 21:13:49
2946473960,Fix warnings caused by incorrect format specifiers when building for the 64-bit platform,JonyZhang7,2025-10-25 01:39:58+00:00,2025-11-13 21:11:09+00:00,"{'bug': 1, 'area: USB': 1, 'area: Samples': 1, 'area: Tracing': 1}",19 days 19:31:11
2945160765,manifest: Update TF-M with Nordic pinctrl fix,Vge0rge,2025-10-24 15:28:45+00:00,2025-11-12 15:46:35+00:00,"{'bug': 1, 'manifest': 1, 'manifest-trusted-firmware-m': 1, 'area: TF-M': 1, 'size: XS': 1, 'DNM (manifest)': 1}",19 days 00:17:50
2944788208,subsys: random: let CONFIG_CSPRNG_AVAILABLE select CONFIG_ENTROPY_GENERATOR,valeriosetti,2025-10-24 13:43:40+00:00,2025-10-24 20:06:47+00:00,"{'bug': 1, 'area: Crypto / RNG': 1, 'Hotfix': 1, 'area: Random': 1, 'area: mbedTLS / PSA Crypto': 1}",0 days 06:23:07
2944690036,Fix DCMIPP video driver compilation on STM32MP13,avolmat-st,2025-10-24 13:18:09+00:00,2025-10-28 15:41:28+00:00,"{'bug': 1, 'platform: STM32': 1, 'area: Tests': 1, 'area: Video': 1}",4 days 02:23:19
2944547594,drivers: dma: siwx91x: Fix for lack of DMA_ADDR_ADJ_NO_CHANGE in GPDMA,jerome-pouiller,2025-10-24 12:44:14+00:00,2025-10-28 15:46:48+00:00,"{'bug': 1, 'area: SPI': 1, 'area: DMA': 1, 'area: Tests': 1, 'platform: Silabs': 1}",4 days 03:02:34
2944275304,arch: riscv: core: vector_table alignement fix,lstnl,2025-10-24 11:35:45+00:00,2025-10-28 15:41:49+00:00,"{'bug': 1, 'area: RISCV': 1, 'size: XS': 1}",4 days 04:06:04
2944150960,soc: silabs: silabs_s2: Fix radio interrupt init condition,asmellby,2025-10-24 11:03:21+00:00,2025-10-28 15:45:32+00:00,"{'bug': 1, 'platform: Silabs': 1, 'area: Boards/SoCs': 1}",4 days 04:42:11
2943808077,drivers: mspi_dw: Use uint32_t for dummy_bytes field,anangl,2025-10-24 09:18:48+00:00,2025-10-27 20:15:30+00:00,"{'bug': 1, 'Trivial': 1, 'area: MSPI': 1}",3 days 10:56:42
2943489330,drivers: i2c: i2c-priv: drop logging and document,gmarull,2025-10-24 07:44:54+00:00,2025-10-28 09:49:34+00:00,"{'bug': 1, 'area: I2C': 1}",4 days 02:04:40
2943406431,drivers: timer: mcux_lptmr: Fix prescaler bypass issue from devicetree,yongxu-wang15,2025-10-24 07:18:00+00:00,2025-10-28 09:49:54+00:00,"{'bug': 1, 'area: Timer': 1, 'platform: NXP': 1}",4 days 02:31:54
2941526026,Mspi dw ddr and pm init fix,Hi-Im-David,2025-10-23 17:54:10+00:00,2025-10-27 20:15:58+00:00,"{'bug': 1, 'area: MSPI': 1}",4 days 02:21:48
2940365541,dts: bindings: clock_control: fix sf32lb clock error,ck-telecom,2025-10-23 12:52:10+00:00,2025-10-27 20:17:03+00:00,"{'bug': 1, 'area: Clock Control': 1, 'area: Devicetree Bindings': 1}",4 days 07:24:53
2939040655,Bluetooth: Fix double set random address for every advertising enable,LingaoM,2025-10-23 03:37:56+00:00,2025-10-27 08:59:24+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Tests': 1, 'area: Bluetooth Mesh': 1, 'area: Bluetooth Host': 1, 'area: Bluetooth Audio': 1}",4 days 05:21:28
2937358450,drivers: usb: udc: stm32: use `addr_before_status` capability,mathieuchopstm,2025-10-22 14:19:29+00:00,2025-10-30 22:38:30+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'platform: STM32': 1}",8 days 08:19:01
2937342595,drivers: mipi-dbi-spi: Fix initialization of GPIO CS,jeremydick,2025-10-22 14:16:09+00:00,2025-10-24 16:01:21+00:00,"{'bug': 1, 'area: Display': 1}",2 days 01:45:12
2936652725,dts: vendor/arduino: fix QSPI partitioning,pillo79,2025-10-22 10:38:35+00:00,2025-10-24 17:20:21+00:00,"{'bug': 1, 'area: Boards/SoCs': 1}",2 days 06:41:46
2936581012,Bluetooth: Controller: Handle overlapping CIG and ACL,segerlund,2025-10-22 10:20:31+00:00,2025-10-27 08:59:38+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1}",4 days 22:39:07
2936121554,Fix gpio iopctl instance map,zejiang0jason,2025-10-22 08:24:29+00:00,2025-10-24 09:34:53+00:00,"{'bug': 1, 'area: GPIO': 1, 'platform: NXP': 1, 'platform: NXP MCU': 1, 'area: Boards/SoCs': 1, 'area: Devicetree Bindings': 1}",2 days 01:10:24
2935987583,drivers: udc_dwc2: Fix deactivate when hibernated,tmon-nordic,2025-10-22 07:40:59+00:00,2025-10-24 15:59:47+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1}",2 days 08:18:48
2934728182,Bluetooth: Controller: Fix use-after-release in lll_scan/lll_scan_aux,cvinayak,2025-10-21 20:24:46+00:00,2025-10-27 20:18:48+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1}",5 days 23:54:02
2933621899,modem: cmux: Define encoding and decoding functions for commands,SeppoTakalo,2025-10-21 14:21:36+00:00,2025-11-14 01:41:18+00:00,"{'bug': 1, 'priority: low': 1, 'area: Tests': 1, 'area: Modem': 1}",23 days 11:19:42
2931893183,soc: ra4e2: fix IAR build failed,thenguyenyf,2025-10-21 03:43:42+00:00,2025-10-23 06:02:10+00:00,"{'bug': 1, 'platform: Renesas RA': 1}",2 days 02:18:28
2928426029,board: nxp: imx943_evk: correct phy addr,biwenli,2025-10-20 02:54:21+00:00,2025-10-23 15:56:37+00:00,"{'bug': 1, 'area: Networking': 1, 'platform: NXP': 1, 'area: Tests': 1, 'platform: NXP MPU': 1, 'area: Boards/SoCs': 1}",3 days 13:02:16
2924721928,usb: device_next: cdc_acm: Process TX fifo on configuration enable,boeglin,2025-10-17 14:46:50+00:00,2025-11-14 01:39:13+00:00,"{'bug': 1, 'area: USB': 1}",27 days 10:52:23
2914749599,ICM45686: Address issues coming from a sloppy rebase on #94832,ubieda,2025-10-14 19:14:34+00:00,2025-10-15 09:02:55+00:00,"{'bug': 1, 'area: Sensors': 1, 'Trivial': 1}",0 days 13:48:21
2913543624,boards: shields: rpi_pico_uno_flexypin: Fix conflicting connector node,soburi,2025-10-14 12:50:45+00:00,2025-10-17 02:37:23+00:00,"{'bug': 1, 'area: Shields': 1, 'size: XS': 1, 'area: Boards/SoCs': 1}",2 days 13:46:38
2910307178,drivers: dma: stm32: add null callback checking,ttwards,2025-10-13 13:42:27+00:00,2025-10-30 22:38:39+00:00,"{'bug': 1, 'area: DMA': 1, 'platform: STM32': 1}",17 days 08:56:12
2899449020,fuel_gauge: composite: fix unreleased PM constraint,JordanYates,2025-10-09 05:42:25+00:00,2025-10-13 06:54:24+00:00,"{'bug': 1, 'area: Fuel Gauge': 1}",4 days 01:11:59
2894466017,modem: backends: isr: notify remaining RX bytes,rerickson1,2025-10-07 15:43:04+00:00,2025-10-09 16:35:57+00:00,"{'bug': 1, 'priority: low': 1, 'area: Modem': 1}",2 days 00:52:53
2890414395,drivers: mspi_dw: Remove needless TXEIR check,anangl,2025-10-06 14:06:46+00:00,2025-10-13 06:56:39+00:00,"{'bug': 1, 'area: MSPI': 1}",6 days 16:49:53
2887004948,drivers: gpio: aw9523b: Fix the condition for changing Push-pull,soburi,2025-10-04 09:31:48+00:00,2025-10-24 15:57:29+00:00,"{'bug': 1, 'area: GPIO': 1, 'size: XS': 1}",20 days 06:25:41
2879207562,ci: workflows: doc: use self-hosted runner,kartben,2025-10-01 18:25:22+00:00,2025-10-02 00:23:52+00:00,"{'priority: high': 1, 'Hotfix': 1, 'area: Continuous Integration': 1, 'area: Documentation Infrastructure': 1}",0 days 05:58:30
2879001940,scripts: dts: fix CMake DT API helper for compatible properties,mbolivar,2025-10-01 17:06:14+00:00,2025-10-04 01:00:29+00:00,"{'bug': 1, 'area: Devicetree': 1}",2 days 07:54:15
2874970588,sensor: fix: Add missing iodev const on zvrfy handler,ubieda,2025-09-30 14:58:40+00:00,2025-09-30 17:37:42+00:00,"{'bug': 1, 'area: Sensors': 1, 'Hotfix': 1, 'size: XS': 1}",0 days 02:39:02
2873420993,drivers: usb: udc: Fix VBUS ready timeout dependency in Kconfig.dwc2,anangl,2025-09-30 08:25:15+00:00,2025-09-30 17:37:32+00:00,"{'bug': 1, 'area: USB': 1, 'Trivial': 1, 'size: XS': 1}",0 days 09:12:17
2867832554,drivers: video: shell: fix control name lookup,thenguyenyf,2025-09-28 13:27:28+00:00,2025-10-09 16:41:34+00:00,"{'bug': 1, 'Trivial': 1, 'area: Video': 1, 'size: XS': 1}",11 days 03:14:06
2866608078,Bluetooth: Controller: Fix single switch timer use in ISO Sync,cvinayak,2025-09-27 15:00:11+00:00,2025-10-08 19:09:34+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1}",11 days 04:09:23
